ID_questionnaire;civilite;diplome;promo;admission;nationalite1;FR/UE/HUE;Age;FormComp;DeaMsc;Doctorat;DESSMBA;AutresForm;LieuForm;SitPro;RecchEmp;RecchAutre;NbExp;NbreEmp;AnnRef;TypEntrep;CreaEnt;Dirigeant;EntIndep;TailEntrp;TaGrpe;LieuTra;EntrFra;Pays;Rep;NbEnc;Activité principale employeur;AutAct;Société;Fonction;FonctAut;DomAct;DomActAut;Poste;Mission;AnnSal;SalBrut;SalVar;SalPart;SalAvant;Aspi;Atouts;Freins
1101;2;3;24;5;FRANCE;FR;35;2;;;;;;1;;;10;2;2009;1;2;;1;8;;1;;;5;3;11;;BNP Paribas;2;;4;;;Developpement outils de trading;2008;97 000;27 000;3 000;;2;Experience, contacts internes dans l'entreprise;
1014;1;3;6;1;FRANCE;FR;51;1;1984;;;;2;1;;;30;6;2009;1;2;2;1;8;;1;;;1;1;11;;BNP Paribas;;Dept des Risques;;expertise industrielle - aéronautique;Ingénieur Conseil pour l'aéronautique, le tourisme et l'hôtellerie;analyse industrielle et sectorielle des risques de crédit associés à des clients de la banque;2009;70 000;14 000;5 000;;4;une facilité rédactionnelle et une bonne maîtrise de l'anglais;timidité et 4 enfants
948;1;3;15;1;FRANCE;FR;42;1;;;;2004;1;1;;;20;1;2009;1;2;;1;8;;1;;;2;7;11;;BNP Paribas;13;;5;;Au sein de la direction des Risques  Co-Head of Group Risk Portfolio;Fournir à la Direction Générale, aux Régulateurs et Agences de notation une vision globale des Risques du Groupe. Pour cela, développer les méthodologies,adapter les process et systèmes de mesure de risque  anticiper et analyser le portfeuille de risque du Groupe.;2008;200 000;100 000;5 000;;2;clairvoyance  audace  ténacité  adaptabilité;- privilégier l'intérêt collectif au détriment de mon intérêt personnel  - être une femme m'oblige à toujours démontrer que je suis à la mesure de mon poste
92;2;3;24;1;FRANCE;FR;34;2;;;;;;1;;;10;3;2009;1;2;2;;8;;1;;;5;4;11;;BNP Paribas;2;;4;;Chef de projet;Developpement technique, Encadrement de l'équipe, Gestion clients,;2008;82 000;27 000;6 000;;2;;
839;2;3;24;4;FRANCE;FR;37;2;;;;;;1;;;10;4;2009;1;2;;2;6;8;1;;;6;6;11;;BNP Paribas - Equities and Derivatives;2;;8;;Responsable de programme IT;Encadrement des 4 équipes de développements sur les produits exotiques.;;;;;;2;;
734;2;3;20;1;FRANCE;FR;36;2;;;;;;1;;;14;3;2009;1;2;;2;6;8;4;1;6;3;9;11;;BNP Paribas Russie;10;;4;;President;;2008;400 000;80 000;50 000;120 000;1;;
797;1;3;14;1;FRANCE;FR;43;2;;;;;;1;;;20;3;2009;1;2;;;8;;1;;;1;1;11;;BNP Paribas SA;11;;;matières premières;Head of client review;audit fonctionnel et opérationnel de sociétés de négoce en énergie et / ou matières premières;2009;100 000;15 000;10 000;0;;la curiosité, la prise de risque et le travail;mon caractère  -)
1173;2;3;27;5;FRANCE;FR;32;2;;;;;;1;;;7;3;2009;1;2;2;2;7;8;2;;;6;5;15;;Bombardier Transport;5;;;Mise en service/SAV;Responsable mise en service Francilien;Assurer la mise en service des nouvelles rames francilienne;2008;63 000;0;4 000;;3;Expérience+diplome;
791;2;3;20;5;LIBAN;HUE;39;2;;;;;;1;;;15;2;2009;1;2;;1;7;;3;;12;1;5;12;;Booz & Company;14;;;Energie;Principal - Electricite, Eau, Gas;Conseiller des client dans le domaine de l'electricte, de l'eau et du gas en matiere de strategie, organization et performance ;2008;185 000;;130;;2;Esprit d'analyse, structure, capacite d'apprendre rapidement, capacites relationelles;Politiques internes
953;2;3;28;5;FRANCE;FR;32;2;;;;;;1;;;6;2;2009;1;2;;2;5;5;4;2;7;4;1;12;;Boston Consulting Group;11;;;Conseil en strategie;Consultant;;2008;105 000;15 000;5 000;;1;;
1070;2;3;20;1;FRANCE;FR;37;1;;;2;;1;1;;;12;2;2009;1;2;2;1;5;;1;;;1;3;12;;Boston Consulting Group;11;;5;;pRINCIPAL  ;pILOTAGE DE PROJETS DE STRATEGIE POUR LE COMPE DE CLIENTS;2008;250 000;120 000;15 000;;2;Capacités analytiques, relationnel, esprit de synthese;
50;2;3;27;1;FRANCE;FR;30;2;;;;;;2;1;;6;2;2006;1;2;2;1;7;;1;;;5;1;12;;Boston Consulting Group;11;;5;;Consultant en stratégie;;2006;60 000;10 000;;;2;;
896;2;1;18;9;POLOGNE;UE;45;1;;;;;;1;;;16;2;2009;1;2;;2;8;8;1;;;6;6;2;;bouygtel;5;;6;;Resp déploiement réseau national;Deploiement réseau backbone Bytel;2008;120 000;30 000;;;2;...dyplôme, hasard de la vie ;
355;2;1;29;9;FRANCE;FR;34;2;;;;;;1;;;11;1;2009;1;2;2;2;8;8;1;;;2;5;10;BTP;BOUYGUES CONSTRUCTION;4;;8;;RESPONSABLE PROJETS, SYSTEME, RESEAU, TELECOM ET SECURITE;PILOTAGE PROJETS MAJEURS  CONCEPTION D'ARCHITECTURES COMPLEXES  TOiP  ENCADRE 3 EQUIPES TECHNIQUES;2008;70 000;7 000;5 000;3 000;1;PROFESSIONNALISME  INTERNATIONALISATION  RIGUEUR  ;
1153;2;3;30;1;FRANCE;FR;28;2;;;;;;1;;;4;1;2009;1;2;2;2;8;8;1;;;6;4;2;;Bouygues Telecom;6;;6;;RESPONSABLE DES POLES SUPPORT TECHNIQUE, REPORTING ET GESTION CONTRACTUELLE;Support technique auprès des opérationnels (introduction de nouveaux produits, validation...) + Reporting national de l'activté de production + support contractuel aux opérationnels et aux achats;2008;42 444;;8 946;102;1;;
439;2;5;31;9;LIBAN;HUE;33;1;;2005;;;1;1;;;4;3;2009;1;2;2;2;8;8;1;;;1;3;2;;Bouygues Telecom;;Validation réseau;6;;Expert Qualité de Service;;2009;45 000;0;5 000;1 000;2;;
741;1;4;23;9;FRANCE;FR;35;2;;;;;;1;;;11;1;2009;1;2;2;2;8;8;1;;;5;1;2;;Bouygues Telecom;;Relation client;8;;Chef de projet- Assistance à MOA;Développement de la relation client par la mise en place de nouveaux processus impliquant la mise en place de nouvelles applications informatiques.;2009;52 000;;9 000;2 000;3;Mon savoir être;Mon manque de confiance en moi
585;2;3;20;1;FRANCE;FR;38;2;;;;;;1;;;14;3;2009;1;2;2;2;8;8;1;;;6;3;2;;Bouygues Telecom;9;;2;;Resp produits TV;Négociations contenus + Développements des produits & services;2008;118 000;22 300;15 000;3 500;2;La chance (être au bon endroit au bon moment).;Système frnçais assez cloisonné / hierarchisé.
877;1;1;29;9;LIBAN;HUE;29;2;;;;;;1;;;5;3;2009;1;2;2;2;8;8;1;;;5;2;2;;Bouygues Telecom;12;;6;;Chef de projet validation terminaux;Gérer les tests de terminaux mobiles avant commercilaisation;;47 000;;4 000;;2;travail en équipe, avoir travaillé chez un constructeur de télephones;pas assez de formation commerciale
713;2;3;17;4;IRAN (Ré;HUE;42;2;;;;;;1;;;17;4;2009;1;2;;2;8;8;1;;;6;5;2;;Bouygues Telecom;10;;8;;Responsable de domaine informatique;Je gère les projets et les études sur mon domaine d'activité. Je suis aussi en charge de la définition de la stratégie à moyen, long terme pour mon domaine sur plan technologique et organisationnel.;2008;85 000;10 000;8 000;;1;Des objectifs plutôt clairs;
1206;2;3;18;1;FRANCE;FR;40;2;;;;;;1;;;14;3;2009;1;2;2;2;8;8;1;;;5;1;2;;Bouygues Telecom;9;;7;;chef de projet;responsable partenariat;2008;91 000;12 000;12 000;;2;ma formation  mes expériences antérieures variées dans un secteur précis  ;peu de formation au managment  peu de formation complémentaires non techniques  
974;1;3;16;4;FRANCE;FR;43;2;;;;;;1;;;19;2;2009;1;2;2;2;8;8;1;;;6;6;2;;Bouygues Telecom;6;;6;;Responsable SN2 FAI;Support service client et pilotage prestataire interne et externe;2008;75 000;;15 000;;1;Adaptabilité, ouverture d'esprit, communication, persévérence;
963;1;1;21;9;LIBAN;HUE;39;2;;;;;;1;;;17;2;2009;1;2;2;;8;;1;;;6;4;2;;Bouygues Telecom;3;;7;;Responsable Développement ;Développement des offres et des services Entreprises, MVNO et Objets Communiquants;;;;;;2;;
266;2;6;1;5;FRANCE;FR;60;1;;;1973;;2;1;;;35;6;2009;1;1;1;1;1;;1;;;3;5;12;études de marché;BRAMAN CONSULTING;9;;5;;DG  DIRECTEUR SCIENTIFIQUE;DEVELOPPEMENT ET MISE SUR LE MARCHE D'UNE TECHNOLOGIE D'ETUDES INNOVANTE AUPRES D'UN RESEAU DE PARTENAIRES;2008;150 000;80 000;70 000;30 000;1;CULTURE SUSTEME TELECOM  EXPERIENCE CRM ;FINANCEMENT DE L'INNOVATION  LOURDEURS FISCALES  RSISTANCE DES CLIENTS FRANCAIS
755;2;3;31;1;FRANCE;FR;26;1;;2009;;;2;1;;;1;1;2009;3;2;2;1;8;;3;;4;1;1;8;;British Broadcasting Corporation;2;;2;;Software Engineer;Aggregating and exposing structured broadcast data;2009;45 100;;;;1;These de doctorat;
790;2;3;10;1;FRANCE;FR;48;2;;;;;;1;;;23;2;2009;1;2;2;2;6;8;1;;;1;1;2;;BT;7;;6;;;;2008;77 000;10 000;0;0;3;;être resté dans la même entreprise
1012;2;3;22;1;FRANCE;FR;35;1;;;1;;2;1;;;13;5;2009;1;2;2;2;8;8;1;;;6;5;2;;BT;8;;4;;Directeur Commercial Adjoint France et Directeur Technique Radianz EMEA, BT Global Financial Services;Encadrement d'une équipe commerciale.;2008;170 000;60 000;;15 000;2;Profil IT & Finance, commercial & technique, avec formation ingénieur et MBA;J'aurais du faire l'X. 
554;2;3;22;1;FRANCE;FR;35;1;;;1997;2008;1;1;;;13;5;2009;1;2;2;2;7;8;1;;;6;5;2;;BT France;8;;6;;Head of Bid Management and sales support;Support avant-vente aux fonctions commerciales et gestion des gros dossiers en avant-vente;2008;98 000;13 000;;8 000;2;Adaptabilité, vision générale, connaissances généralistes;opportunités disponibles
63;2;1;26;9;FRANCE;FR;41;1;;;;2003;1;1;;;13;2;2009;1;2;2;2;7;8;1;;;4;1;2;;BT France;4;;7;;Senior Sales Engineer;Ingénieur avant ventes dans le domaine de l'IP convergence et des communications unifiées, avec une spécilisation dans le domaine de la relation client,;2008;65 000;7 000;1 000;9 000;3;Ma connaissance du secteur, et la maitrise technique.;La part faible de l'intéressement (part variable du salaire)
53;2;3;23;1;FRANCE;FR;34;2;;;;;;1;;;12;2;2009;1;2;2;2;7;8;1;;;6;5;2;;BT France;2;;8;;Directeur des Systèmes d'Information;Garant du système d'information de l'entreprise;2008;103 000;25 000;2 000;10 000;1;Etat d'esprit  Relationnel  Formation;
169;1;1;20;9;ESPAGNE;UE;38;1;;;2003;;2;1;;;13;2;2009;1;2;2;2;8;8;3;;2;5;2;2;;BT Global Services, Spain;9;;7;;Convergence Product Manager;Chef de produit  Telephonie sur IP, Unified Communications & Collaboration, Telepresence, Fix to Mobile convergence;1999;62 000;9 300;;6 400;3;Trouver une entreprise plus humaine.;La manque du temps et la difficulté pour concilier la vie proffessionelle et familial.
827;2;1;31;9;CHINE;HUE;29;1;;;;;1;1;;;3;1;2009;1;2;2;2;8;8;1;;;4;1;3;;BULL;6;;9;;ingénieur réseau support;;;35 000;0;0;0;4;;
503;2;5;25;9;FRANCE;FR;43;2;;;;;;1;;;16;4;2009;1;1;1;1;8;;2;;;6;5;3;;BULL SAS;2;;8;;Consultant Manager;AMOA indicateurs pilotage des organisation  Expertise SI décisionnels  Pilotage des ressources décisionnel;2008;59 000;0;6 000;;3;Polyvalence (ingéniérie + économie)  Ténacité  Maîtrise de la communication;Environnement économique (cycles)  Capacité d'évolution offerte par les organisations  Choix de localisation en province
675;2;3;22;1;FRANCE;FR;35;1;1996;;;;1;1;;;13;4;2009;1;1;2;1;2;;3;;7;3;3;4;;Buzzlogic, inc,;2;;4;;General Manager;Gestion d'une unite de business, incluant l'equipe, l'architecture, etc.;2009;225 000;50 000;;1 000;2;competences techniques et scientifiques, management equipes, strategie.;
149;2;3;28;5;COTE D'I;HUE;32;2;;;;;;1;;;7;4;2009;1;1;2;2;8;8;1;;;5;1;8;;C;14;;5;;Chargé de mission;Piloter des projets de réorganisation, de croissance externe;2009;72 000;10 000;5 000;;2;Dynamisme  Formation de base pluridisciplinaire;Longueur de la formation  Caractere cyclique du marché du travail pour des vrais postes de business development
958;2;3;12;4;TOGO;HUE;52;2;;;;;;1;;;22;2;2009;1;1;1;1;3;;3;;13;3;7;7;;C,A,F,E, Informatique et Télécommunications;5;;7;;PDG;Définir et conduire la politique générale de la société.;2008;33 000;;;;2;Mon cursus scolaire;Le Financement
1071;2;3;17;1;FRANCE;FR;41;2;;;;;;1;;;17;4;2009;1;2;;2;2;2;1;;;5;1;5;;C2 Innovativ'Systems;6;;7;;Responsable exploitation maintenance d'un réseau télécom-SI;Maintien en condition opérationnelle d'un réseau de télécom externalisé;2009;90 000;30 000;;;2;Disponibilité  Mobilité  Investissement;Difficulté à trouver des postes à responsabilité
920;2;3;23;1;FRANCE;FR;34;2;;;;;;1;;;11;2;2009;1;2;2;2;3;8;3;;11;6;5;11;;CAAM;10;;4;;COO;Supervision;;;;;;2;;
452;2;3;24;1;FRANCE;FR;34;2;;;;;;1;;;11;1;2009;1;2;2;1;8;;2;;;1;1;4;;Cadence Design Systems;;Informatique pour la micro-electronique;3;;Senior member of technical staff;Concevoir/Developper/Maintenir les outils de CAO pour la micro-informatique,;2008;66 000;6 000;0;2 600;1;Interet/passion pour mon metier. Beaucoup de travail et de la patience.;Beaucoup de politique a gerer dans un contexte international (Travail avec des equipes aux USA, en Inde et en Chine).
226;2;3;12;1;FRANCE;FR;46;1;;1990;;;1;1;;;22;3;2009;3;2;;1;8;;1;;;1;1;11;;Caisse des dépôts;13;;4;;Expert investisseur;Etudier l'opportunité d'investir dans des projets de réseaux de communication à haut débit d'initiative publique;2008;107 000;12 000;;3 600;3;le low profile;le low profile
1145;2;3;28;1;FRANCE;FR;29;1;;;;2004;1;1;;;4;2;2009;1;2;2;2;6;8;3;;4;5;1;11;;CALYON;4;;8;;Business Analyst Front Office;Conception, design, testing d'outils informatiques destinés a des activités de trading de matieres premiere;2008;90 000;20 000;0;0;3;;
1231;2;3;18;1;FRANCE;FR;39;2;;;;;;1;;;15;1;2009;1;2;;2;8;8;4;1;1;2;6;11;;CALYON;10;;4;;CHIEF OPERATING OFFICER;Manager les départements Comptabilité, Informatique, Administration, Back-Offices, Middle Offices, Organisation de la filiale de CALYON à Francfort;2008;180 000;40;;100;2;Travail, intelligence, culture généraliste, adaptabilité, recherche de défis pour progresser personnellement;Absence de relations dans les sphères dirigeantes
1026;2;3;3;1;FRANCE;FR;54;2;;;;;;1;;;30;3;2009;1;2;;;8;;1;;;2;6;11;;CALYON;2;;8;;Responsable de département d'études;Encadrer un département de développement informatique (MOA et MOE);2007;130 000;35 000;500;;2;Adaptabilité,  goût du management.;Connaissance de l'anglais    manque de sens politique
708;2;3;22;1;FRANCE;FR;35;1;1997;;;2001;3;1;;;12;5;2009;1;2;;2;8;8;1;;;1;1;11;;Calyon;13;;4;;Proprietary Trader;Implémenter des modèles donnant des signaux d'achat/vente sur des actions;2008;305 000;200 000;1 000;;4;Force de travail et sérieux;manque de rondeur politique
490;2;3;5;5;FRANCE;FR;55;1;;;2005;;1;1;;;30;8;2009;4;1;1;1;1;;1;;;;1;12;;Caminando Consultants;11;;;RH et Management;Consultant senior, et directeur;Consultant senior - conseil en RH et management;2008;20 000;20 000;0;0;2;remises en question, réorientations appuyées par des formations;marché où la concurrence est trop nombreuse
37;2;1;31;9;CANADA;HUE;39;2;;;;;;1;;;16;7;2009;1;2;;1;8;;4;2;8;5;1;15;;Canadien National;2;;8;;Analyste Entrepots de données;Analyse et développement d'entrepôts de données (SAP BW);2007;50 000;5 000;2 000;;2;;
1210;1;3;20;1;FRANCE;FR;39;2;;;;;;1;;;15;5;2009;1;2;;2;7;8;1;;;5;1;8;;CANAL+;;Relation Client;5;;Chef de Projets transverses  dans le Département Développement et Politique Clients  au sein de la Direction de la Relation Client;- Coordination des lancements d'offres et de produits pour les Services Clients  - Optimisation des processus métiers des Services Clients  - Contribution à des projets transverses impliquant les Directions Marketing, Commerciale, Juridique, Technique et ;2009;62 000;0;1 000;30;2;- Mon dynamisme et mon enthousiasme  - Mes capacités de management de projet  - Ma fiabilité et ma rigueur  - Mes capacités de réflexion et d'analyse;- Frein observé chez l'employeur concerné au moment de mon retour de congé maternité  - Frilosité des entreprises et cabinets de recrutement à recruter sur des compétences lors d'une volonté de changement de carrière professionnelle (ex   passage de consu
836;1;3;23;4;FRANCE;FR;35;1;;;2008;;1;2;1;;10;2;2007;1;2;2;2;7;8;1;;;5;5;8;;CANAL+;12;;2;;Responsable de projet;;2007;60 000;0;;;3;;
850;2;3;28;1;FRANCE;FR;29;1;;;;1;1;2;1;;6;3;2008;1;2;1;1;7;;2;;;4;1;6;;Cap Gemini EST;2;;8;;consultant developpeur ,Net;developper en C#;;33 000;;;;4;mon intelligence   ;le serieux
361;2;3;27;1;FRANCE;FR;31;2;;;;;;1;;;8;4;2009;1;2;2;2;8;8;1;;;5;5;6;;Capgemini;12;;8;;Chef de Projet Sénior;Assurer les engagements forfaitaires pris par Capgemini sur le projet,;2008;49 000;9 000;0;0;2;Diplôme et travail.;Formation en gestion de projet et encadrement.
67;2;3;31;5;FRANCE;FR;28;2;;;;;;1;;;4;1;2009;1;2;2;2;8;8;1;;;2;1;6;;Capgemini;12;;8;;Programme Office Management;Assistance à Direction de Projet sur un projet de 40000jh (suivi, reporting, animation de réunions, ,,,);2009;49 700;0;1 500;0;2;rigueur  adaptabilité  esprit de synthèse  ;manque de leadership
68;2;3;29;1;FRANCE;FR;28;2;;;;;;1;;;5;1;2009;1;2;;2;8;8;1;;;4;3;6;;Capgemini;4;;8;;Architecte applicatif;;2008;48 500;4 850;2 000;;2;;
225;2;3;2;1;FRANCE;FR;54;2;;;;;;1;;;32;5;2009;1;2;2;2;6;8;1;;;6;7;6;;Capgemini;10;;7;;Risk management director;Suivi des dossiers de delivery et d'avant vente qui doivent remonter au groupe,;2008;100 000;16 000;3 000;;2;;
337;2;1;28;9;FRANCE;FR;31;2;;;;;;1;;;7;2;2009;1;2;2;1;8;;1;;;5;3;6;;Capgemini;11;;5;;Managing consultant;;2008;70 000;5 000;;;2;;
253;2;6;19;5;FRANCE;FR;41;2;;;;;;1;;;16;2;2009;1;2;;2;8;8;1;;;6;5;6;;capgemini;8;;7;;Vice President  ;développer des clients, vendre des missions et les délivrer;2007;200 000;80 000;;;2;application;retenue
26;1;5;28;9;FRANCE;FR;37;2;;;;;;1;;;8;;2009;1;2;;2;8;8;1;;;5;1;6;;Capgemini;12;;8;;chef de projet BPM;Chef de projet  amélioration et contrôle de processus;2009;50 000;;;;3;curiosité;une entrée tardive sur le marché du travail
277;2;3;30;4;ALGERIE;HUE;28;2;;;;;;1;;;4;1;2009;1;2;2;2;8;8;1;;;5;3;6;;Capgemini Consulting;11;;7;;Consultant Senior en Stratégie dans les domaines Telecom et Média;Assister le top management des entreprises Telecom et Media dans les grands projets de transformation   ;2009;69 000;10 000;1 000;3 000;1;Travail  Ambition  Relationnel  Flexibilité   ;Quelques manques dans ma formation (finance,...)    
1013;2;3;27;1;FRANCE;FR;30;2;;;;;;1;;;7,5;4;2009;1;2;2;2;6;8;1;;;5;4;6;;Capgemini Consulting;11;;5;;Manager;;2008;82 000;12 000;5 000;5 000;2;;
1167;2;3;31;1;TUNISIE;HUE;28;2;;;;;;1;;;3;1;2009;1;2;;2;7;8;1;;;4;2;6;;Capgemini Telecom Media Défense;4;;8;;Consultant Confirmé Majeure Analyse Fonctionnelle;Accompagner le client dans l'expression de son besoin métier et rédaction des spécifications générales.;2009;39 000;0;1 000;300;1;;
287;2;3;13;1;FRANCE;FR;44;1;;;1991;;1;1;;;21;1;2009;1;2;2;2;6;8;2;;;2;7;6;;Capgemini Telecom Media Défense;12;;8;;Directeur Centre de Compétences;Responsable d'un centre de profit   définir des offres de service, les promouvoir puis gérer ls projets y compris les aspects humains;2008;84 000;13 000;1 000;1 000;3;Sens du service, fiabilité, dynamisme, emphatie, charisme;Mobilité, ambition...
329;2;3;25;1;FRANCE;FR;32;2;;;;;;1;;;10;1;2009;1;2;2;2;6;8;1;;;5;2;6;;Capgemini Telecom, Media & Entertainment;11;;7;;Managing Consultant;Vend et délivre des projets de conseil en organisation et management auprès des directions métiers des grands opérateurs de télécommunications et Media;2008;96 000;78 000;3 000;1 200;2;;
1078;2;3;25;1;FRANCE;FR;33;2;;;;;;1;;;10;2;2009;1;2;2;2;8;8;1;;;5;1;15;Voyage;Carlson Wagonlit Travel;9;;8;;Global Product Director;Gestion du cycle de vie de produits informatiques distribués dans le monde entier;2008;85 000;17 000;2 000;0;1;- Experience à l'international  - Anglais courant  - Stage de fin d'études dans la fonction  - Capacité de synthèse et de communication;
1166;2;3;13;1;FRANCE;FR;45;1;;;2000;;1;1;;;21;6;2009;1;1;2;1;1;;1;;;4;1;4;;cbc developpement;8;;8;;directeur commercial;;2009;120 000;50 000;;;3;;
447;2;3;14;1;FRANCE;FR;43;2;;;;;;1;;;22;4;2009;4;1;1;1;1;;2;;;3;1;12;;Ccadre et Synthèse;11;;5;;Associé Gérant;accompagner mes clients dans la définition et la mise en oeuvre de leur stratégie;2008;120 000;;;;1;expérience professionnelle auprès de cabinets d'excellence, ce qui me donne ma légitimité pour être devenu indépendant;frein pour passer du confort du salariat au risque de l'indépendance
1155;2;5;23;9;BELGIQUE;UE;39;2;;;;;;1;;;15;2;2009;3;2;2;1;8;;2;;;1;1;13;;CEA;1;;1;;Chargé d'affaire;gérer les études laser;2008;45 000;0;;0;1;double formation universitaire et ingénieur;
1025;2;3;1;1;FRANCE;FR;60;1;;1999;;;1;1;;;37;5;2009;2;2;2;;6;;1;;;1;3;13;;cela ne vous regarde pas;1;;;arts, sciences, technologies;Directeur;je n'ai pas de temps à perdre à cela;2008;50 000;;;;2;indiscret;
808;2;5;20;9;FRANCE;FR;43;2;;;;;;1;;;15;5;2009;3;2;;1;4;;3;;5;5;4;13;;Centre de Recherche Public - Gabriel Lippmann;1;;8;;Project manager, en informatique, systèmes et collaboration;Acquisition, definition, conduite et valorisation de projets de recherche appliquée en systèmes d'information;2007;60 000;;;;2;Expérience initiale en recherche appliquée (dans le cadre de la thèse en convention Ciffre avec Bull S.A.);Difficultés en raison du manque de contacts
159;2;6;26;5;FRANCE;FR;33;1;;2006;;;2;1;;;8;1;2009;3;2;;;7;;4;;5;1;4;13;;Centre Europeen pour la Recherche Nucleaire (CERN);2;;8;;Chef de projet Cern Advanced STORage ;;2008;72 000;;;;1;;
354;2;3;26;1;FRANCE;FR;31;2;;;;;;1;;;9;3;2009;1;1;1;2;1;4;1;;;2;2;12;;cepheid consulting;11;;5;;Gérant, DRH;activités de conseil en management, marketing et organisation sur toute problématique télécom, tout secteur d'activité + gestion du recrutement + RH;2008;100 000;;20;1 000;2;Formation polyvalente de l'ENST (télécom + matières plus généralistes   droit, marketing, etc.);
296;2;3;15;5;FRANCE;FR;43;2;;;;;;1;;;21;2;2009;1;1;1;1;2;;1;;;3;5;4;;CESYAM;10;;8;;Gérant;Direction générale  + participation active en recherche développement;2008;140 000;65 000;6 000;5 000;2;formation scientifique générale  goût de la création;lourdeurs administratives    
314;2;6;16;5;FRANCE;FR;42;1;;1993;;;1;1;;;19;4;2009;2;2;2;1;5;;2;;;1;3;14;;CETE Mediterranee;;transports;8;;resp service d'études;;2008;65 000;0;;0;3;;
670;2;3;31;1;FRANCE;FR;26;1;2006;;;;1;1;;;2,5;1;2009;1;2;2;1;8;;4;1;12;6;8;16;;CGGVeritas;5;;10;;Party Manager (assistant au chef de mission / responsable des operations);Organisation de missions de prospection geophysique pour la recherche d'hydrocarbures dans tout type d environnement. Management des operations, gestion RH, suivi de production, logistique, HSE... ;2008;58 000;0;10 000;12 000;1;Engagement total dans le travail, bon relationnel, gout du terrain, langues/communication.;Vie privee.
1245;2;3;10;1;FRANCE;FR;47;1;;1987;;;1;1;;;25;3;;1;2;;1;8;;1;;;1;3;16;;CGGVeritas;1;;10;;Expert Recherche et Developpement;Conception et implémentation d'algorithmes innovants d'imagerie sismique;2008;117 000;20 000;8 000;;1;- Formation scientifique et technique de haut niveau, ni trop généraliste ni trop spécialisée  - Créativité  - Tenacité;
952;2;1;9;9;CORÉE (R;HUE;53;1;;1986;;;1;1;;;25;;2009;1;2;2;2;6;6;3;;12;5;5;13;;Chung-Ang University;1;;10;;Professeur;Recherche;2008;100 000;;;;1;recherche;neant
58;2;3;26;1;FRANCE;FR;32;2;;;;;;1;;;8;2;2009;1;2;2;2;2;8;2;;;1;1;5;;CIA (Conseillers en Informatique d'Affaires);2;;8;;Ingénieur Projet Développement Informatique;Implémentation d'un annuaire des services web de l'entreprise;2008;48 000;0;0;0;2;Capacité d'adaptation;Attachement geographique a la PACA
111;2;1;30;9;FRANCE;FR;32;1;;;;2004;1;1;;;5;2;2009;1;2;2;1;2;;1;;;5;1;7;;Cintel;9;;7;;Marketing Project Manager;Mesure d'audience 3 écrans;2009;52 000;0;0;0;2;Double compétence Business (HEC) et Technique (ENST/ENSAM);Adaptation à l'univers business --> nécessite de confirmer l'expérience
215;2;1;19;9;FRANCE;FR;41;1;1993;;;;1;1;;;16;1;2009;1;2;2;1;8;;1;;;4;1;1;;Cisco;8;;5;;Senior Manager Business Development;Développer des solutions avec des partenaires;2008;120 000;20 000;7 500;10 000;2;;
291;2;3;26;4;FRANCE;FR;33;1;;;2004;;2;1;;;8;4;2009;1;2;;2;4;8;3;;5;1;1;1;;Cisco Systems;13;;4;;Corporate Finance Manager;Structuration du financement des activités;2008;118 000;0;14 000;;1;Vision globale des problématiques liées aux financements d'entreprises  Esprit d'ouverture;Capacité à gérer des équipes
27;2;3;27;1;FRANCE;FR;31;2;;;;;;1;;;7;3;2009;1;2;1;1;1;;1;;;2;2;8;;CN FILMS;2;;2;;directeur du développement;;2008;51 000;0;0;0;2;;
175;2;3;20;4;FRANCE;FR;39;2;;;;;;1;;;14;5;2009;2;2;2;1;8;;1;;;5;1;14;;CNAMTS (Caisse Nationale de l'Assurance Maladie des Travailleurs Salariés);12;;8;;Responsable Mission de coordination du Poste de professionnel de santé (libéral);- Coordonner tous les travaux d'architecture (SESAM-Vitale, Dossier Médical Personnel, Messagerie sécurisée) en lien avec le poste de travail du professionnel de santé (médecins, pharmaciens, etc,);2008;70 000;0;;0;2;- Capacités d'adaptations  - Capitalisation sur les différents postes  - Méthode de travail  ;Aucun... pour le moment...
715;1;3;27;1;FRANCE;FR;30;1;2001;2004;;;1;1;;;4;1;2009;3;2;2;1;7;;2;;;1;1;17;;CNES;3;;10;;Ingénieur en système radar;Définition d'instruments radar spatial et des méthodes de traitement du signal et des images associées;2008;43 000;1 400;;;1;;
1016;2;3;30;1;FRANCE;FR;27;2;;;;;;1;;;4;1;2009;3;2;2;1;7;;2;;;4;1;17;;CNES   Centre Nationales d'Etudes Spatiales;3;;10;;Ingénieur en Télécommunications Spatiales;Etudier les couches physiques des futures standards de télécommunications spatiales (à l'aide de simulations et mesures)  Dimmensioner le lien physique d'une transmission par satellite.;2008;38 500;1 000;;;2;Moitivation;Trop d'administratif demandé, baisse d'intérêt.
187;1;3;21;1;FRANCE;FR;36;1;1996;2001;;;1;1;;;12;4;2009;2;2;;1;8;;1;;;1;2;13;;CNRS;1;;;Sciences cognitives;Chargé de recherches;Recherche fondamentale, enseignement supérieur;2007;26 000;;;;2;formation initiale, diplôme Telecom;choix familiaux
